Village,Year,Crop,Rainfall_Q1,Temp_Q1,Pest_Q1,Rainfall_Q2,Temp_Q2,Pest_Q2,Rainfall_Q3,Temp_Q3,Pest_Q3,Rainfall_Q4,Temp_Q4,Pest_Q4,Harvest_Quarter,Annual_Yield_hg_per_ha
Harapanahalli,2015,Paddy,17.65,28.17,-0.26,69.84,29.85,8.79,391.1,30.02,21.56,85.7,23.72,5.77,Q4,14720
Harapanahalli,2015,Potato,11.7,24.96,0.27,67.38,28.75,16.85,402.37,28.49,26.93,88.64,27.31,6.74,Q4,36860
Harapanahalli,2015,Sugarcane,38.7,29.59,24.65,102.23,31.59,33.51,406.36,28.32,8.92,134.92,22.43,9.31,Q2,80880
Harapanahalli,2016,Cotton,56.03,22.42,3.44,172.42,27.39,11.37,672.82,21.08,31.46,227.53,29.36,3.67,Q4,50510
Harapanahalli,2016,Millet,85.31,27.2,4.7,353.82,26.23,10.97,1046.02,22.24,30.22,266.66,24.86,2.73,Q4,48050
Harapanahalli,2016,Paddy,14.89,26.59,26.92,71.58,28.71,30.95,439.19,21.66,21.63,92.98,32.44,15.02,Q4,655670
Harapanahalli,2016,Potato,20.53,32.08,7.11,88.62,35.09,66.16,485.63,26.72,72.61,108.31,24.07,16.06,Q4,20580
Harapanahalli,2019,Groundnut,21.65,28.98,3.43,80.21,32.55,9.79,456.13,29.84,21.5,95.23,23.46,3.51,Q4,17050
Harapanahalli,2019,Jowar,55.78,23.41,4.63,157.89,27.32,13.61,620.99,23.52,30.71,209.69,27.52,6.63,Q4,48570
Harapanahalli,2019,Mango,17.51,30.24,2.47,82.03,27.23,12.59,487.57,30.11,22.37,102.92,30.37,5.13,Q4,18500
Harapanahalli,2019,Onion,11.12,23.26,4.5,63.42,29.63,15.93,365.98,27.15,26.67,77.84,27.98,4.59,Q4,33880
Harapanahalli,2021,Cotton,64.12,26.64,13.08,244.97,22.3,5.37,736.93,24.76,9.89,185.45,21.39,24.72,Q4,151200
Harapanahalli,2021,Pepper,40.83,23.91,30.26,111.8,26.51,37.32,445.57,24.77,7.6,152.7,20.66,10.08,Q2,87810
Harapanahalli,2021,Sunflower,17.79,26.53,2.23,83.35,25.1,10.2,489.36,23.49,22.92,104.91,27.18,3.8,Q4,21400
Harapanahalli,2021,Turmeric,116.03,26.44,28.82,437.2,29.73,31.5,1321.99,24.82,18.43,337.28,25.82,24.87,Q4,21400
Hassan,2005,Coffee,62.5,23.5,18.06,250.0,24.68,21.07,750.0,22.33,12.04,187.5,22.8,9.03,Q4,9520
Hassan,2005,Millet,59.88,25.53,14.41,249.59,26.32,7.13,752.31,20.83,12.47,184.83,25.6,25.83,Q4,150500
Hassan,2005,Potato,62.5,23.5,13.95,250.0,24.68,5.58,750.0,22.33,11.16,187.5,22.8,25.11,Q4,150500
Hassan,2005,Tomato,61.59,20.68,16.53,252.46,25.47,21.33,750.47,20.33,11.45,187.94,20.73,10.03,Q4,9520
Hassan,2006,Coffee,67.5,24.0,19.02,270.0,25.2,22.19,810.0,22.8,12.68,202.5,23.28,9.51,Q4,10250
Hassan,2006,Onion,69.07,25.45,19.66,267.13,27.05,22.2,808.3,21.37,12.83,202.88,24.32,10.5,Q4,10250
Hassan,2006,Potato,67.5,24.0,14.73,270.0,25.2,5.89,810.0,22.8,11.78,202.5,23.28,26.51,Q4,158900
Hassan,2006,Wheat,69.35,21.29,17.6,267.41,23.74,21.47,807.95,25.49,11.46,200.14,20.51,9.99,Q4,10250
Hassan,2007,Bengal Gram,59.41,26.76,19.62,238.92,22.76,18.97,717.18,25.06,11.86,181.48,23.08,7.89,Q4,9080
Hassan,2007,Coffee,60.0,23.8,17.67,240.0,24.99,20.62,720.0,22.61,11.78,180.0,23.09,8.84,Q4,9080
Hassan,2007,Pepper,62.44,24.82,18.39,237.83,23.09,21.26,719.19,20.52,11.2,177.07,25.66,9.45,Q4,9080
Hassan,2007,Potato,60.0,23.8,13.53,240.0,24.99,5.41,720.0,22.61,10.82,180.0,23.09,24.35,Q4,146300
Hassan,2008,Coffee,72.5,23.2,19.95,290.0,24.36,23.28,870.0,22.04,13.3,217.5,22.5,9.98,Q4,11020
Hassan,2008,Millet,74.58,24.78,17.17,291.92,26.39,4.7,870.5,22.32,10.83,219.67,22.1,28.13,Q4,168200
Hassan,2008,Potato,72.5,23.2,15.58,290.0,24.36,6.23,870.0,22.04,12.46,217.5,22.5,28.04,Q4,168200
Hassan,2008,Tomato,75.24,24.52,15.94,289.09,22.06,7.81,871.04,24.4,11.98,219.08,24.15,26.7,Q4,168200
Hassan,2009,Bengal Gram,61.53,21.87,18.41,244.59,25.53,22.09,734.25,20.33,12.49,184.07,22.83,9.63,Q4,9340
Hassan,2009,Coffee,61.0,24.3,18.33,244.0,25.52,21.39,732.0,23.09,12.22,183.0,23.57,9.17,Q4,9340
Hassan,2009,Potato,61.0,24.3,14.18,244.0,25.52,5.67,732.0,23.09,11.34,183.0,23.57,25.52,Q4,152900
Hassan,2009,Turmeric,62.58,25.65,12.98,242.38,25.58,7.32,734.79,23.96,13.33,183.76,25.82,25.46,Q4,152900
Hassan,2010,Coffee,70.0,23.6,19.5,280.0,24.78,22.75,840.0,22.42,13.0,210.0,22.89,9.75,Q4,10600
Hassan,2010,Onion,71.19,21.25,16.75,280.17,23.77,5.45,841.09,22.99,10.66,210.94,25.81,28.78,Q4,163000
Hassan,2010,Potato,70.0,23.6,15.13,280.0,24.78,6.05,840.0,22.42,12.1,210.0,22.89,27.23,Q4,163000
Hassan,2010,Turmeric,71.25,21.34,13.39,282.98,22.97,8.03,841.44,24.96,12.53,211.05,20.89,26.07,Q4,163000
Hassan,2011,Bengal Gram,57.88,23.8,12.75,229.78,23.06,3.36,692.07,20.67,10.8,172.07,25.41,24.72,Q4,140100
Hassan,2011,Coffee,57.5,24.6,17.25,230.0,25.83,20.13,690.0,23.37,11.5,172.5,23.86,8.63,Q4,8610
Hassan,2011,Millet,56.09,26.57,15.8,231.15,27.58,21.39,688.49,25.16,11.76,170.06,22.42,9.15,Q4,8610
Hassan,2011,Potato,57.5,24.6,13.1,230.0,25.83,5.24,690.0,23.37,10.48,172.5,23.86,23.58,Q4,140100
Hassan,2012,Bengal Gram,75.52,25.29,15.64,298.39,23.28,7.24,902.37,22.18,11.4,222.31,25.3,28.68,Q4,175000
Hassan,2012,Coffee,75.0,23.0,20.64,300.0,24.15,24.08,900.0,21.85,13.76,225.0,22.31,10.32,Q4,11800
Hassan,2012,Potato,75.0,23.0,16.25,300.0,24.15,6.5,900.0,21.85,13.0,225.0,22.31,29.25,Q4,175000
Hassan,2012,Tomato,73.47,24.02,14.59,299.49,25.75,4.72,897.53,22.93,13.89,225.51,23.21,28.02,Q4,175000
Hassan,2013,Coffee,65.0,23.9,18.69,260.0,25.1,21.81,780.0,22.71,12.46,195.0,23.18,9.35,Q4,9800
Hassan,2013,Millet,64.0,24.18,19.71,260.17,22.76,19.93,778.55,23.2,12.23,197.27,24.77,9.48,Q4,9800
Hassan,2013,Potato,65.0,23.9,14.5,260.0,25.1,5.8,780.0,22.71,11.6,195.0,23.18,26.1,Q4,155000
Hassan,2013,Turmeric,67.06,26.25,13.31,259.11,23.32,4.91,781.26,24.39,13.21,192.07,23.47,25.43,Q4,155000
Hassan,2014,Coffee,59.0,24.2,17.88,236.0,25.41,20.86,708.0,22.99,11.92,177.0,23.47,8.94,Q4,8920
Hassan,2014,Potato,59.0,24.2,13.8,236.0,25.41,5.52,708.0,22.99,11.04,177.0,23.47,24.84,Q4,148400
Hassan,2014,Tomato,58.35,22.14,13.07,233.25,25.11,6.44,709.68,20.43,9.98,175.95,22.04,23.89,Q4,148400
Hassan,2014,Wheat,57.51,26.83,18.11,237.64,23.96,20.7,710.84,22.21,12.02,177.44,21.29,9.76,Q4,8920
Hassan,2015,Coffee,55.0,24.9,16.83,220.0,26.15,19.64,660.0,23.66,11.22,165.0,24.15,8.42,Q4,8230
Hassan,2015,Millet,55.09,22.56,12.23,222.91,26.34,5.28,662.05,23.86,11.37,165.71,23.19,21.16,Q4,135300
Hassan,2015,Potato,55.0,24.9,12.7,220.0,26.15,5.08,660.0,23.66,10.16,165.0,24.15,22.86,Q4,135300
Hassan,2015,Turmeric,55.39,26.09,15.79,219.21,25.99,21.46,662.99,20.97,13.1,162.41,21.38,6.75,Q4,8230
Hassan,2016,Bengal Gram,68.75,21.18,20.96,283.54,22.28,22.06,853.64,22.0,12.66,215.32,25.48,8.89,Q4,10790
Hassan,2016,Coffee,71.0,23.4,19.74,284.0,24.57,23.03,852.0,22.23,13.16,213.0,22.7,9.87,Q4,10790
Hassan,2016,Onion,70.57,25.01,14.14,282.93,22.7,7.02,850.82,22.24,13.2,213.86,21.53,26.0,Q4,165400
Hassan,2016,Potato,71.0,23.4,15.35,284.0,24.57,6.14,852.0,22.23,12.28,213.0,22.7,27.63,Q4,165400
Hassan,2017,Coffee,64.0,24.0,18.54,256.0,25.2,21.63,768.0,22.8,12.36,192.0,23.28,9.27,Q4,9710
Hassan,2017,Potato,64.0,24.0,14.38,256.0,25.2,5.75,768.0,22.8,11.5,192.0,23.28,25.88,Q4,153600
Hassan,2017,Turmeric,63.92,22.2,19.88,253.11,25.11,21.19,768.49,20.09,12.4,193.11,24.44,7.84,Q4,9710
Hassan,2017,Wheat,63.94,22.44,18.03,257.43,23.91,22.05,770.8,25.56,10.62,190.86,20.84,8.13,Q4,9710
Hassan,2018,Coffee,61.5,24.3,18.12,246.0,25.52,21.14,738.0,23.09,12.08,184.5,23.57,9.06,Q4,9420
Hassan,2018,Pepper,63.41,23.03,15.22,247.95,27.77,4.62,739.02,22.55,11.37,182.28,25.73,25.74,Q4,151200
Hassan,2018,Potato,61.5,24.3,14.05,246.0,25.52,5.62,738.0,23.09,11.24,184.5,23.57,25.29,Q4,151200
Hassan,2018,Turmeric,64.42,27.16,13.91,245.29,25.02,6.46,736.4,22.54,9.8,183.48,22.82,27.02,Q4,151200
Hassan,2019,Coffee,74.0,23.1,20.28,296.0,24.26,23.66,888.0,21.95,13.52,222.0,22.41,10.14,Q4,11410
Hassan,2019,Millet,71.46,25.68,15.67,295.52,23.65,7.0,890.49,22.09,11.49,222.65,21.71,30.15,Q4,171600
Hassan,2019,Potato,74.0,23.1,15.95,296.0,24.26,6.38,888.0,21.95,12.76,222.0,22.41,28.71,Q4,171600
Hassan,2019,Turmeric,73.67,24.7,18.36,294.95,22.67,22.74,889.15,19.6,13.26,222.77,23.19,12.08,Q4,11410
Hassan,2020,Coffee,69.0,23.7,19.26,276.0,24.89,22.47,828.0,22.52,12.84,207.0,22.99,9.63,Q4,10440
Hassan,2020,Potato,69.0,23.7,14.93,276.0,24.89,5.97,828.0,22.52,11.94,207.0,22.99,26.87,Q4,160400
Hassan,2020,Sunflower,70.09,20.79,15.48,274.75,23.12,4.0,829.44,24.79,12.97,206.89,24.91,25.09,Q4,160400
Hassan,2020,Tomato,66.63,24.81,20.34,278.96,27.11,20.5,825.1,25.4,13.16,207.99,24.2,10.57,Q4,10440
Hassan,2021,Bengal Gram,63.06,22.18,19.53,239.71,26.32,20.36,724.24,22.35,13.07,178.98,23.39,10.01,Q4,9190
Hassan,2021,Coffee,60.5,24.5,17.76,242.0,25.73,20.72,726.0,23.28,11.84,181.5,23.77,8.88,Q4,9190
Hassan,2021,Potato,60.5,24.5,13.88,242.0,25.73,5.55,726.0,23.28,11.1,181.5,23.77,24.98,Q4,148700
Hassan,2021,Sunflower,61.88,27.42,19.11,241.31,22.9,19.04,728.56,25.9,10.41,181.0,26.16,9.38,Q4,9190
Hassan,2022,Coffee,73.0,23.3,20.07,292.0,24.47,23.42,876.0,22.14,13.38,219.0,22.6,10.04,Q4,11180
Hassan,2022,Millet,74.97,22.76,14.78,292.59,26.11,4.46,877.7,24.43,13.2,217.13,23.65,27.73,Q4,169300
Hassan,2022,Potato,73.0,23.3,15.7,292.0,24.47,6.28,876.0,22.14,12.56,219.0,22.6,28.26,Q4,169300
Hassan,2022,Sunflower,74.85,23.73,21.48,291.18,24.65,21.6,878.7,20.55,13.42,219.73,23.77,11.35,Q4,11180
Hassan,2023,Bengal Gram,57.0,22.34,12.23,223.95,23.71,5.19,674.58,25.12,11.1,166.05,26.07,21.94,Q4,137400
Hassan,2023,Coffee,56.0,24.8,17.04,224.0,26.04,19.88,672.0,23.56,11.36,168.0,24.06,8.52,Q4,8420
Hassan,2023,Onion,54.94,23.3,18.4,223.9,28.24,19.05,671.66,25.71,10.16,169.7,25.62,9.03,Q4,8420
Hassan,2023,Potato,56.0,24.8,12.9,224.0,26.04,5.16,672.0,23.56,10.32,168.0,24.06,23.22,Q4,137400
Hassan,2024,Coffee,77.5,22.8,21.03,310.0,23.94,24.54,930.0,21.66,14.02,232.5,22.12,10.52,Q4,12250
Hassan,2024,Onion,75.34,22.02,15.86,307.36,24.32,7.64,928.71,23.01,12.17,233.22,19.54,28.08,Q4,179050
Hassan,2024,Potato,77.5,22.8,16.63,310.0,23.94,6.65,930.0,21.66,13.3,232.5,22.12,29.93,Q4,179050
Hassan,2024,Wheat,75.2,23.4,22.34,308.5,22.78,25.61,930.0,22.41,13.88,234.47,19.75,12.1,Q4,12250
Haveri,2005,Mango,13.07,31.69,-0.16,60.51,32.68,9.44,383.79,30.11,17.4,84.6,26.89,1.89,Q4,14345
Haveri,2005,Millet,54.38,29.22,3.72,170.62,23.49,14.28,709.64,28.86,31.44,238.05,25.6,4.21,Q4,52180
Haveri,2005,Onion,15.75,28.08,-0.07,65.81,30.85,10.55,417.74,22.05,22.99,91.65,27.92,6.32,Q4,18540
Haveri,2005,Sugarcane,97.7,31.88,24.65,390.1,25.76,28.11,1184.76,23.73,17.99,296.73,30.5,21.41,Q4,19580
Haveri,2008,Groundnut,19.01,27.67,0.67,65.44,25.11,9.6,351.76,24.38,19.22,72.87,30.79,3.21,Q4,13370
Haveri,2008,Pepper,14.4,29.48,3.39,76.15,27.61,9.01,428.31,25.09,22.05,89.89,33.85,4.49,Q4,18910
Haveri,2008,Sugarcane,18.5,24.62,7.15,73.81,36.98,59.65,429.69,25.05,63.46,89.68,25.65,15.8,Q4,17720
Haveri,2008,Tomato,89.34,30.27,1.21,339.06,25.89,14.11,1035.75,24.99,29.97,259.62,23.79,6.47,Q4,47520
Haveri,2011,Bengal Gram,14.85,31.87,0.87,69.22,34.29,14.47,427.33,25.47,28.71,89.36,23.9,5.08,Q4,38560
Haveri,2011,Coffee,66.84,21.08,19.49,256.42,23.08,19.37,763.61,16.61,10.18,196.43,20.86,9.04,Q4,9710
Haveri,2011,Cotton,63.17,18.89,12.98,237.52,24.87,8.73,705.36,22.3,7.95,172.76,19.4,25.5,Q4,148400
Haveri,2011,Jowar,61.87,30.47,2.73,175.45,29.17,13.84,686.75,29.8,31.69,225.13,21.32,5.0,Q4,51200
Haveri,2014,Groundnut,43.39,29.51,34.02,127.89,25.11,32.13,505.91,23.42,27.89,166.77,33.44,15.58,Q4,750180
Haveri,2014,Jowar,29.65,30.26,28.8,103.54,30.95,34.95,405.99,20.87,5.96,136.73,24.89,5.56,Q2,80295
Haveri,2014,Mango,28.74,27.79,24.33,100.59,23.95,33.4,388.27,19.42,10.54,131.9,20.97,6.82,Q2,78960
Haveri,2014,Ragi,35.19,23.79,1.54,93.71,32.08,6.58,384.76,30.42,18.79,125.86,24.2,1.94,Q4,17890
Haveri,2019,Coffee,114.63,22.96,24.53,454.23,23.26,30.0,1353.95,26.15,22.68,332.53,26.47,27.31,Q4,21950
Haveri,2019,Paddy,93.78,28.54,3.65,363.34,24.21,14.8,1101.19,26.61,30.87,272.97,25.33,6.62,Q4,49730
Haveri,2019,Ragi,20.53,28.99,1.19,83.42,30.44,9.72,464.75,19.35,26.92,100.51,25.06,5.38,Q4,20340
Haveri,2019,Sunflower,18.25,28.84,0.81,71.58,32.33,12.71,436.31,30.45,18.67,95.3,31.29,5.56,Q4,16630
Haveri,2021,Cotton,100.48,29.61,26.61,410.65,26.38,30.77,1228.9,25.68,17.33,308.07,26.74,26.17,Q4,20150
Haveri,2021,Pepper,51.28,23.26,0.51,139.1,31.91,9.51,571.75,28.77,26.53,191.38,27.25,4.17,Q4,46550
Haveri,2021,Potato,117.49,27.46,27.07,446.28,24.39,30.74,1345.0,20.53,21.21,336.04,25.62,24.16,Q4,21950
Haveri,2021,Sunflower,47.41,33.14,36.92,145.1,29.14,32.1,551.85,20.05,26.77,179.92,28.37,17.64,Q4,820650
Hosapete,2006,Cotton,58.94,23.39,20.49,225.12,27.71,20.61,674.7,28.17,11.13,168.2,24.08,9.5,Q4,8420
Hosapete,2006,Groundnut,22.54,26.06,0.77,82.4,25.7,13.13,473.92,22.74,23.42,97.52,25.06,3.44,Q4,18030
Hosapete,2006,Sunflower,23.01,26.08,9.06,81.66,34.47,66.44,492.33,30.0,70.15,100.69,25.12,15.57,Q4,20400
Hosapete,2006,Turmeric,31.62,21.78,-0.27,103.54,31.47,6.08,428.84,24.09,18.27,145.71,23.04,5.29,Q4,19845
Hosapete,2007,Groundnut,20.35,30.87,0.22,64.86,30.9,11.31,401.47,31.15,22.08,87.76,29.92,2.99,Q4,17860
Hosapete,2007,Jowar,79.75,18.72,18.64,297.81,25.53,25.78,904.09,23.92,13.11,220.96,22.4,8.28,Q4,11800
Hosapete,2007,Paddy,12.67,28.85,-0.28,64.0,26.89,14.12,359.93,30.66,24.82,75.05,30.81,3.72,Q4,33170
Hosapete,2007,Turmeric,41.7,30.49,4.28,108.93,28.08,6.86,429.76,28.25,21.11,144.9,28.9,6.32,Q4,20130
Hosapete,2012,Coffee,76.52,27.89,17.65,294.57,26.22,4.88,874.78,22.72,13.77,215.22,20.31,27.93,Q4,169300
Hosapete,2012,Cotton,97.24,24.23,0.46,374.99,27.15,11.4,1114.49,18.74,29.08,277.02,20.15,2.94,Q4,50150
Hosapete,2012,Millet,18.88,30.48,9.92,91.59,34.1,65.94,491.95,26.37,70.73,100.6,33.11,15.19,Q4,20580
Hosapete,2012,Pepper,92.8,29.14,22.84,399.19,24.93,30.25,1200.16,25.26,18.5,300.57,26.58,20.41,Q4,19800
Hosapete,2014,Groundnut,26.25,21.16,2.05,90.73,22.69,10.46,512.98,21.18,25.16,103.41,27.03,4.37,Q4,22490
Hosapete,2014,Onion,24.3,30.94,2.93,78.34,32.81,15.73,451.39,22.08,24.6,90.73,29.47,6.66,Q4,40340
Hosapete,2014,Sugarcane,40.29,25.22,26.04,111.45,21.77,37.97,439.07,28.42,9.71,150.64,25.12,8.48,Q2,87180
Hosapete,2014,Wheat,23.66,28.64,33.76,92.59,25.0,31.75,520.14,24.41,25.64,111.4,25.98,17.52,Q4,800350
Hosapete,2021,Cotton,34.72,25.9,1.25,103.76,33.4,11.05,405.88,23.27,18.95,133.14,27.32,6.23,Q4,18690
Hosapete,2021,Maize,14.92,31.43,0.35,63.04,32.5,11.41,345.58,26.02,23.9,74.16,31.72,5.03,Q4,32560
Hosapete,2021,Onion,20.68,20.42,3.33,91.61,29.31,9.54,544.76,26.76,29.68,115.19,22.96,6.55,Q4,24070
Hosapete,2021,Paddy,21.19,26.64,29.08,73.54,24.89,28.45,450.75,25.8,23.7,93.27,25.75,13.32,Q4,665720
Hosapete,2022,Arecanut,36.59,21.59,4.04,110.85,24.3,7.73,432.52,29.3,20.75,146.6,28.98,3.11,Q4,20130
Hosapete,2022,Groundnut,32.32,30.48,23.75,108.47,26.8,34.52,423.13,25.07,8.66,139.43,26.91,8.66,Q2,83000
Hosapete,2022,Jowar,15.27,26.43,0.5,83.1,22.44,7.25,454.37,26.62,27.45,95.95,27.65,1.38,Q4,20030
Hosapete,2022,Paddy,13.8,27.95,26.99,68.45,27.56,27.99,446.07,21.71,21.87,98.95,25.41,12.7,Q4,655670
Hunsur,2008,Cotton,38.81,24.39,2.28,118.73,24.43,9.0,472.29,26.77,22.93,158.96,21.87,6.16,Q4,21450
Hunsur,2008,Groundnut,57.63,23.99,37.39,162.08,26.5,35.13,670.19,28.48,31.24,219.64,28.34,17.83,Q4,1015310
Hunsur,2008,Pepper,32.71,22.27,28.35,105.08,28.67,34.7,426.57,26.71,7.44,141.19,23.52,8.48,Q2,85305
Hunsur,2008,Sugarcane,20.33,33.08,7.49,82.29,33.59,62.07,452.23,25.04,68.09,94.65,31.53,15.06,Q4,18950
Hunsur,2015,Cotton,23.97,27.36,3.88,80.44,30.08,10.78,448.36,29.96,19.37,103.55,27.37,2.99,Q4,17050
Hunsur,2015,Paddy,89.36,21.69,0.47,368.99,26.69,12.86,1096.78,24.22,30.62,268.43,24.02,5.73,Q4,49520
Hunsur,2015,Pepper,22.69,24.37,3.39,75.64,30.02,9.54,444.89,27.3,20.73,92.63,25.17,2.93,Q4,16630
Hunsur,2015,Ragi,56.73,29.2,39.94,178.34,23.18,36.33,706.51,23.28,33.99,234.75,22.65,20.04,Q4,1085180
Hunsur,2016,Onion,50.85,32.47,29.94,138.13,32.67,30.52,545.74,29.26,27.69,181.43,27.23,15.5,Q4,800890
Hunsur,2016,Paddy,20.79,33.03,3.22,71.25,34.64,11.03,394.96,32.03,20.95,82.45,28.61,2.09,Q4,38720
Hunsur,2016,Sugarcane,23.93,26.74,4.7,82.21,22.69,7.22,490.66,22.99,22.65,109.79,30.78,3.57,Q4,21400
Hunsur,2016,Sunflower,37.94,26.99,28.33,101.98,26.03,36.82,411.62,27.34,7.21,136.52,25.46,5.7,Q2,81590
Hunsur,2017,Bengal Gram,92.69,22.55,2.14,340.03,29.15,12.43,1038.28,30.25,28.18,254.98,25.61,5.8,Q4,47520
Hunsur,2017,Coffee,8.14,29.42,1.56,62.8,28.86,9.12,359.8,26.32,21.94,79.8,28.98,4.52,Q4,13680
Hunsur,2017,Millet,23.98,29.59,2.33,84.62,28.7,11.56,517.02,22.59,29.76,106.19,31.65,2.93,Q4,48160
Hunsur,2017,Paddy,22.3,30.18,2.7,75.0,29.69,10.03,439.71,24.08,23.76,90.06,24.24,5.76,Q4,19570
Hunsur,2020,Jowar,40.2,26.18,1.43,131.23,37.09,10.54,513.44,28.01,28.49,171.11,31.08,4.62,Q4,44180
Hunsur,2020,Mango,46.68,32.84,0.29,147.46,32.42,12.53,575.63,22.61,27.62,190.69,30.88,5.17,Q4,46880
Hunsur,2020,Paddy,19.19,28.91,28.03,75.07,29.19,27.23,441.12,23.4,22.37,99.06,22.9,14.57,Q4,655670
Hunsur,2020,Wheat,17.76,23.94,28.86,67.23,23.58,25.4,410.11,25.41,22.79,91.17,30.75,9.6,Q4,590360
Hunsur,2022,Jowar,32.18,28.16,0.76,90.68,21.27,7.66,363.59,26.02,14.26,116.63,24.2,3.81,Q4,16950
Hunsur,2022,Maize,30.33,26.49,25.67,112.21,30.39,38.73,433.28,20.53,11.38,143.33,19.64,6.64,Q2,86370
Hunsur,2022,Mango,24.56,24.94,8.16,85.51,35.65,65.83,470.68,27.33,67.28,101.65,27.06,13.69,Q4,19860
Hunsur,2022,Sugarcane,70.94,24.7,20.58,287.77,28.89,20.79,849.51,24.48,14.22,217.63,27.35,8.56,Q4,10790
Indapur,2009,Groundnut,19.59,29.34,9.12,69.69,35.15,56.06,423.94,32.02,64.6,86.72,28.96,13.49,Q4,17500
Indapur,2009,Jowar,90.69,26.55,3.43,360.71,27.69,13.66,1099.55,27.74,30.77,276.29,29.63,3.73,Q4,49730
Indapur,2009,Mango,27.72,29.1,35.63,94.62,34.18,36.11,559.04,22.72,27.0,115.87,25.68,16.28,Q4,880750
Indapur,2009,Ragi,11.95,35.35,-0.84,63.09,27.17,13.46,356.66,24.49,24.67,72.36,36.18,3.55,Q4,33170
Indapur,2011,Groundnut,32.06,24.6,29.12,98.15,25.49,34.95,384.85,21.02,10.12,125.4,19.0,6.83,Q2,78050
Indapur,2011,Maize,106.28,21.77,1.32,411.8,24.76,14.57,1227.02,24.04,32.45,304.75,20.34,6.33,Q4,53650
Indapur,2011,Millet,53.59,31.72,2.03,150.72,22.46,14.29,612.71,29.43,30.71,203.16,25.62,7.91,Q4,48620
Indapur,2011,Tomato,31.1,22.64,26.92,104.43,24.74,34.03,413.36,24.89,8.18,141.99,27.12,5.54,Q2,81590
Indapur,2014,Groundnut,86.09,28.09,2.44,360.26,30.26,11.06,1066.22,21.81,30.6,270.24,21.75,3.8,Q4,48680
Indapur,2014,Mango,50.26,29.27,36.4,149.98,26.99,34.09,613.35,28.36,31.49,205.71,31.65,17.89,Q4,930370
Indapur,2014,Potato,39.06,25.65,36.11,145.01,27.94,30.37,558.68,23.96,28.45,184.5,27.52,19.33,Q4,820650
Indapur,2014,Sugarcane,12.92,28.17,7.52,63.69,29.21,56.68,394.89,25.63,60.43,80.36,26.49,14.59,Q4,16590
Indapur,2015,Pepper,95.15,26.45,4.16,396.01,22.6,11.87,1193.32,16.41,30.79,301.52,27.29,2.72,Q4,52800
Indapur,2015,Potato,104.05,30.75,27.66,406.03,23.97,32.05,1224.89,24.48,20.12,314.78,27.63,22.71,Q4,20150
Indapur,2015,Turmeric,18.83,31.01,1.62,73.87,27.44,8.14,429.44,22.48,26.4,93.09,31.2,4.65,Q4,18910
Indapur,2015,Wheat,58.34,24.63,11.98,218.6,22.65,2.97,657.7,28.44,11.77,164.21,27.21,23.93,Q4,135300
Indapur,2018,Bengal Gram,44.82,28.02,32.42,141.01,26.6,34.27,588.12,33.2,25.72,196.24,28.04,15.62,Q4,880580
Indapur,2018,Groundnut,19.06,26.86,8.82,70.89,27.34,57.73,415.89,24.46,65.44,90.06,33.03,14.26,Q4,17110
Indapur,2018,Onion,17.66,28.9,0.81,88.46,32.05,11.48,492.95,23.95,21.28,103.13,31.61,3.13,Q4,18500
Indapur,2018,Wheat,89.58,29.84,23.57,345.02,27.57,24.48,1036.36,23.64,19.09,255.02,29.47,20.75,Q4,17520
Indapur,2021,Maize,78.2,19.2,22.6,308.32,22.8,25.93,926.96,21.81,14.52,235.19,19.67,13.38,Q4,12250
Indapur,2021,Millet,55.26,30.65,33.55,154.3,30.28,34.5,613.84,29.59,27.66,203.63,30.47,18.12,Q4,930370
Indapur,2021,Onion,17.14,25.14,8.93,73.33,30.2,60.88,457.7,32.14,70.11,93.26,29.23,13.74,Q4,18950
Indapur,2021,Sunflower,14.16,29.35,3.72,59.84,36.7,8.92,331.98,30.49,18.29,71.88,30.46,4.62,Q4,12430
Jaggayyapeta,2005,Bengal Gram,18.59,29.46,32.75,95.62,30.24,31.12,542.42,27.12,27.33,114.48,29.45,18.77,Q4,850270
Jaggayyapeta,2005,Millet,38.25,28.96,2.37,117.35,28.4,10.14,453.94,23.84,23.07,156.57,21.7,1.82,Q4,21060
Jaggayyapeta,2005,Sunflower,31.74,25.24,1.59,95.76,32.09,9.2,379.39,30.31,17.08,122.07,18.29,1.97,Q4,17580
Jaggayyapeta,2005,Tomato,21.78,23.85,26.53,79.07,29.8,26.29,455.95,28.88,23.26,92.69,26.83,14.42,Q4,675030
Jaggayyapeta,2006,Coffee,15.57,33.51,5.33,70.22,34.09,11.73,386.85,26.71,25.19,85.16,33.61,5.62,Q4,35920
Jaggayyapeta,2006,Jowar,24.24,30.03,4.13,83.1,22.77,10.24,510.05,24.08,25.15,111.85,25.97,3.68,Q4,22490
Jaggayyapeta,2006,Onion,22.51,28.9,2.78,71.19,30.9,8.61,439.31,27.02,25.51,98.43,31.11,3.73,Q4,42310
Jaggayyapeta,2006,Pepper,43.57,27.13,1.89,147.07,31.54,12.91,575.96,24.07,26.68,196.69,23.88,6.85,Q4,46880
Jaggayyapeta,2008,Jowar,16.28,30.49,1.91,78.22,32.89,12.33,459.37,26.39,25.13,101.9,23.84,5.72,Q4,43910
Jaggayyapeta,2008,Pepper,37.99,27.24,2.29,101.18,30.44,7.07,397.05,27.33,20.55,138.89,25.78,4.95,Q4,18690
